reaction,direction,ReactionType,coenzyme,reaction_def
R09717_v4,reverse,KEGG (Modified),M2,C00037 + C00048 + Z00069 => C19813 + Z00069
R09718_v1,forward,KEGG (Modified),Co,C19838 + Z00006 => C00037 + C00048 + Z00006
R09718_v1,reverse,KEGG (Modified),Co,C00037 + C00048 + Z00006 => C19838 + Z00006
R09718_v2,forward,KEGG (Modified),Mn,C19838 + Z00030 => C00037 + C00048 + Z00030
R09718_v2,reverse,KEGG (Modified),Mn,C00037 + C00048 + Z00030 => C19838 + Z00030
R09718_v3,forward,KEGG (Modified),Mg,C19838 + Z00029 => C00037 + C00048 + Z00029
R09718_v3,reverse,KEGG (Modified),Mg,C00037 + C00048 + Z00029 => C19838 + Z00029
R09718_v4,forward,KEGG (Modified),M2,C19838 + Z00069 => C00037 + C00048 + Z00069
R09718_v4,reverse,KEGG (Modified),M2,C00037 + C00048 + Z00069 => C19838 + Z00069
R09719,forward,KEGG,,C16144 + C00016 => C19840 + C01352
R09719,reverse,KEGG,,C19840 + C01352 => C16144 + C00016
R09720_v1,forward,KEGG (Modified),4Fe4S,C01251 + Z00002 => C05662 + Z00002
R09720_v1,reverse,KEGG (Modified),4Fe4S,C05662 + Z00002 => C01251 + Z00002
R09720_v2,forward,KEGG (Modified),Generic FeS,C01251 + Z00063 => C05662 + Z00063
R09720_v2,reverse,KEGG (Modified),Generic FeS,C05662 + Z00063 => C01251 + Z00063
R09723,forward,KEGG,,C15970 + C00001 => C00031 + C06082
R09723,reverse,KEGG,,C00031 + C06082 => C15970 + C00001
R09724,forward,KEGG,,C19864 + C00001 => C19800 + C19844
R09724,reverse,KEGG,,C19800 + C19844 => C19864 + C00001
R09725,reverse,KEGG,,C19845 + C00132 => C19846 + C00001
R09726_v1,forward,KEGG (Modified),Mn,C00002 + C05924 + Z00030 => C00013 + C19848 + Z00030
R09726_v1,reverse,KEGG (Modified),Mn,C00013 + C19848 + Z00030 => C00002 + C05924 + Z00030
R09726_v2,forward,KEGG (Modified),Mg,C00002 + C05924 + Z00029 => C00013 + C19848 + Z00029
R09726_v2,reverse,KEGG (Modified),Mg,C00013 + C19848 + Z00029 => C00002 + C05924 + Z00029
R09726_v3,forward,KEGG (Modified),M2,C00002 + C05924 + Z00069 => C00013 + C19848 + Z00069
R09726_v3,reverse,KEGG (Modified),M2,C00013 + C19848 + Z00069 => C00002 + C05924 + Z00069
R09728_v1,forward,KEGG (Modified),FAD,C19839 + C00030 + C00007 + Z00013 => C16146 + C00028 + C00001 + Z00013
R09729,forward,KEGG,,C00002 + C01925 => C00008 + C19850
R09729,reverse,KEGG,,C00008 + C19850 => C00002 + C01925
R09730_v1,forward,KEGG (Modified),Mg,7C00129 + C00353 + Z00029 => 7C00013 + C19852 + Z00029
R09732,forward,KEGG,,C00167 + C19855 => C00015 + C19854
R09732,reverse,KEGG,,C00015 + C19854 => C00167 + C19855
R09733,forward,KEGG,,C00096 + C19856 => C00035 + C19855
R09733,reverse,KEGG,,C00035 + C19855 => C00096 + C19856
R09734,forward,KEGG,,C00096 + C19854 => C00035 + C19857
R09734,reverse,KEGG,,C00035 + C19857 => C00096 + C19854
R09735_v1,reverse,KEGG (Modified),M2,C18237 + C00020 + C00001 + Z00069 => C19848 + C06232 + Z00069
R09735_v2,reverse,KEGG (Modified),Mg,C18237 + C00020 + C00001 + Z00029 => C19848 + C06232 + Z00029
R09735_v3,reverse,KEGG (Modified),Zn,C18237 + C00020 + C00001 + Z00054 => C19848 + C06232 + Z00054
R09736,forward,KEGG,,C19847 + C00019 => C05819 + C00021
R09736,reverse,KEGG,,C05819 + C00021 => C19847 + C00019
R09737_v1,forward,KEGG (Modified),NAD/NADP,C00019 + C19858 + Z00032 => C00021 + C19859 + Z00032
R09737_v1,reverse,KEGG (Modified),NAD/NADP,C00021 + C19859 + Z00032 => C00019 + C19858 + Z00032
R09738_v1,forward,KEGG (Modified),Zn,C00136 + C00006 + Z00054 => C00877 + C00005 + C00080 + Z00054
R09738_v1,reverse,KEGG (Modified),Zn,C00877 + C00005 + C00080 + Z00054 => C00136 + C00006 + Z00054
R09739_v1,forward,KEGG (Modified),"Cytochrome, Heme",C00072 + C14819 + Z00025 + Z00010 => C01041 + C14818 + Z00025 + Z00010
R09740_v1,forward,KEGG (Modified),Heme,C00162 + C00027 + Z00025 => C05102 + C00001 + Z00025
R09740_v1,reverse,KEGG (Modified),Heme,C05102 + C00001 + Z00025 => C00162 + C00027 + Z00025
R09741_v1,forward,KEGG (Modified),Heme,C00162 + C00027 + Z00025 => C19861 + C00001 + Z00025
R09741_v1,reverse,KEGG (Modified),Heme,C19861 + C00001 + Z00025 => C00162 + C00027 + Z00025
R09742,forward,KEGG,,C03491 + C15602 => C19862 + C15603
R09742,reverse,KEGG,,C19862 + C15603 => C03491 + C15602
R09743,reverse,KEGG,,C01054 + C00001 => C19863
R09744,forward,KEGG,,C19840 + C00016 => C19841 + C01352
R09744,reverse,KEGG,,C19841 + C01352 => C19840 + C00016
R09745,forward,KEGG,,C19841 + C00016 => C16145 + C01352
R09745,reverse,KEGG,,C16145 + C01352 => C19841 + C00016
R09746,forward,KEGG,,C16145 + C00016 => C19797 + C01352
R09746,reverse,KEGG,,C19797 + C01352 => C16145 + C00016
R09747_v1,forward,KEGG (Modified),Fe,4C00138 + 2C00080 + 2C00007 + C02094 + Z00015 => 4C00139 + 2C00001 + C06098 + Z00015
R09748_v1,forward,KEGG (Modified),FMN,C01352 + C00003 + Z00014 + C01352 + C00003 + Z00014 => C00016 + C00004 + C00080 + Z00014 + C00016 + C00004 + C00080 + Z00014
R09748_v1,reverse,KEGG (Modified),FMN,C00016 + C00004 + C00080 + Z00014 + C00016 + C00004 + C00080 + Z00014 => C01352 + C00003 + Z00014 + C01352 + C00003 + Z00014
R09748_v2,forward,KEGG (Modified),FAD,C01352 + C00003 + Z00013 + C01352 + C00003 + Z00013 => C00016 + C00004 + C00080 + Z00013 + C00016 + C00004 + C00080 + Z00013
R09748_v2,reverse,KEGG (Modified),FAD,C00016 + C00004 + C00080 + Z00013 + C00016 + C00004 + C00080 + Z00013 => C01352 + C00003 + Z00013 + C01352 + C00003 + Z00013
R09749_v1,forward,KEGG (Modified),Generic Flavin,C01080 + C00006 + Z00021 => C00876 + C00005 + C00080 + Z00021
R09749_v1,reverse,KEGG (Modified),Generic Flavin,C00876 + C00005 + C00080 + Z00021 => C01080 + C00006 + Z00021
R09750_v1,forward,KEGG (Modified),Riboflavin,C01007 + C00003 + Z00040 => C00255 + C00004 + C00080 + Z00040
R09750_v1,reverse,KEGG (Modified),Riboflavin,C00255 + C00004 + C00080 + Z00040 => C01007 + C00003 + Z00040
R09750_v2,forward,KEGG (Modified),FMN,C01007 + C00003 + Z00014 => C00255 + C00004 + C00080 + Z00014
R09750_v2,reverse,KEGG (Modified),FMN,C00255 + C00004 + C00080 + Z00014 => C01007 + C00003 + Z00014
R09750_v3,forward,KEGG (Modified),FAD,C01007 + C00003 + Z00013 => C00255 + C00004 + C00080 + Z00013
R09750_v3,reverse,KEGG (Modified),FAD,C00255 + C00004 + C00080 + Z00013 => C01007 + C00003 + Z00013
R09751_v1,forward,KEGG (Modified),Heme,3C00088 + Z00025 => 2C00533 + C00244 + C00001 + Z00025
R09751_v1,reverse,KEGG (Modified),Heme,2C00533 + C00244 + C00001 + Z00025 => 3C00088 + Z00025
R09752,forward,KEGG,,C00394 + C00009 => C00103 + C00035
R09752,reverse,KEGG,,C00103 + C00035 => C00394 + C00009
R09753,forward,KEGG,,C00052 + C19763 => C00015 + C19865
R09753,reverse,KEGG,,C00015 + C19865 => C00052 + C19763
R09754,forward,KEGG,,C02199 + C19865 => C00015 + C08983
R09754,reverse,KEGG,,C00015 + C08983 => C02199 + C19865
R09755,forward,KEGG,,C00052 + C04845 => C00015 + C04922
R09756,forward,KEGG,,C20504 + C00006 => C20503 + C00005 + C00080
R09756,reverse,KEGG,,C20503 + C00005 + C00080 => C20504 + C00006
R09757,forward,KEGG,,C00029 + C08588 => C00015 + C19867
R09757,reverse,KEGG,,C00015 + C19867 => C00029 + C08588
R09758,forward,KEGG,,C00029 + C19867 => C00015 + C19868
R09758,reverse,KEGG,,C00015 + C19868 => C00029 + C19867
R09759,forward,KEGG,,C00029 + C19869 => C00015 + C17513
R09759,reverse,KEGG,,C00015 + C17513 => C00029 + C19869
R09760,forward,KEGG,,C00074 + C19857 => C19870 + C00009
R09761,forward,KEGG,,C15794 => C19873
R09762,forward,KEGG,,C08814 => C19874
R09763,forward,KEGG,,C06025 + C04121 => C19875 + C00055
R09765,forward,KEGG,,C19875 + C04121 => C19876 + C00055
R09767,forward,KEGG,,C06024 + C00002 => C19877 + C00008
R09767,reverse,KEGG,,C19877 + C00008 => C06024 + C00002
R09768_v1,forward,KEGG (Modified),Zn,C05382 + Z00054 => C19882 + Z00054
R09768_v1,reverse,KEGG (Modified),Zn,C19882 + Z00054 => C05382 + Z00054
R09769_v1,forward,KEGG (Modified),Zn,C05382 + Z00054 => C19878 + Z00054
R09769_v1,reverse,KEGG (Modified),Zn,C19878 + Z00054 => C05382 + Z00054
R09770,forward,KEGG,,C19878 + C00002 => C19879 + C00008
R09770,reverse,KEGG,,C19879 + C00008 => C19878 + C00002
R09771_v1,forward,KEGG (Modified),Mg,C19879 + C00001 + Z00029 => C19880 + C00009 + Z00029
R09771_v1,reverse,KEGG (Modified),Mg,C19880 + C00009 + Z00029 => C19879 + C00001 + Z00029
R09772,forward,KEGG,,C19880 + C00044 => C19881 + C00013
R09772,reverse,KEGG,,C19881 + C00013 => C19880 + C00044
R09773,forward,KEGG,,C16157 + C04919 => C19884 + C17556
R09773,reverse,KEGG,,C19884 + C17556 => C16157 + C04919
R09774,forward,KEGG,,C16157 + C06025 => C19883 + C17556
R09774,reverse,KEGG,,C19883 + C17556 => C16157 + C06025
R09775_v1,forward,KEGG (Modified),Mg,C00956 + C19885 + C00002 + Z00029 => C19886 + C00008 + C00009 + Z00029
R09776,forward,KEGG,,C19886 + C00002 => C19887 + C00008
R09776,reverse,KEGG,,C19887 + C00008 => C19886 + C00002
R09777,forward,KEGG,,C19887 + C00005 + C00080 => C19888 + C00006 + C00009
R09777,reverse,KEGG,,C19888 + C00006 + C00009 => C19887 + C00005 + C00080
R09778_v1,forward,KEGG (Modified),PLP,C19888 + C00025 + Z00035 => C19889 + C00026 + Z00035
R09779_v1,reverse,KEGG (Modified),Co,C00047 + C19885 + Z00006 => C19889 + C00001 + Z00006
R09780,forward,KEGG,,C06019 => C05345
R09780,reverse,KEGG,,C05345 => C06019
R09781,forward,KEGG,,C06026 + C16157 => C19890 + C17556
R09781,reverse,KEGG,,C19890 + C17556 => C06026 + C16157
R09782,forward,KEGG,,C08613 + C00007 => C19892 + C07330
R09783,forward,KEGG,,C19892 + C00003 + C00001 => C08607 + C00004 + C00080
R09783,reverse,KEGG,,C08607 + C00004 + C00080 => C19892 + C00003 + C00001
R09784_v1,forward,KEGG (Modified),Fe,C00026 + C00007 + Z00015 => 3C00011 + C06547 + C00001 + Z00015
R09785,forward,KEGG,,C00026 + C00062 + C00007 => C00042 + C00011 + C17349 + C03912 + C00001
R09786_v1,forward,KEGG (Modified),FMN,C00580 + C00007 + C00004 + C00080 + Z00014 => C00409 + C00067 + C00003 + C00001 + Z00014
R09787_v1,forward,KEGG (Modified),"2Fe2S, Molybdopterin, Generic FeS, Mo, 3Fe4S",2C00125 + C06697 + C00001 + Z00063 + Z00031 + 2C00125 + C06697 + C00001 + Z00001 + Z00067 + Z00064 + Z00031 => 2C00126 + 2C00080 + C11215 + Z00063 + Z00031 + 2C00126 + 2C00080 + C11215 + Z00001 + Z00067 + Z00064 + Z00031
R09787_v2,forward,KEGG (Modified),"Molybdopterin, Generic FeS, Mo",2C00125 + C06697 + C00001 + Z00063 + Z00064 + Z00031 => 2C00126 + 2C00080 + C11215 + Z00063 + Z00064 + Z00031
R09788,forward,KEGG,,C00448 + C00001 => C09663 + C00013
R09789,forward,KEGG,,C00448 + C00001 => C19893 + C00013
R09790,forward,KEGG,,C19894 => C19795 + C00001
R09790,reverse,KEGG,,C19795 + C00001 => C19894
R09791,forward,KEGG,,C00019 + C00509 => C00021 + C09833
R09791,reverse,KEGG,,C00021 + C09833 => C00019 + C00509
R09792,forward,KEGG,,C00019 + C19896 => C00021 + C19895
R09792,reverse,KEGG,,C00021 + C19895 => C00019 + C19896
R09793_v1,forward,KEGG (Modified),Mn,C03428 + Z00030 => C16144 + C00013 + Z00030
R09793_v1,reverse,KEGG (Modified),Mn,C16144 + C00013 + Z00030 => C03428 + Z00030
R09793_v2,forward,KEGG (Modified),Mg,C03428 + Z00029 => C16144 + C00013 + Z00029
R09793_v2,reverse,KEGG (Modified),Mg,C16144 + C00013 + Z00029 => C03428 + Z00029
R09794,forward,KEGG,,C05942 => C19907 + C00011
R09794,reverse,KEGG,,C19907 + C00011 => C05942
R09795,forward,KEGG,,C05942 + C00001 => C19907 + C00288
R09795,reverse,KEGG,,C19907 + C00288 => C05942 + C00001
R09796,reverse,KEGG,,C00546 + C00001 => C00256
R09797,forward,KEGG,,C19909 => C19910
R09797,reverse,KEGG,,C19910 => C19909
R09798_v1,forward,KEGG (Modified),"Mg, NAD/NADP",C14695 + C01847 + C00007 + Z00032 + Z00029 => C19911 + C00048 + C00061 + C00001 + Z00032 + Z00029
R09799_v1,forward,KEGG (Modified),Cytochrome,3C00126 + C00533 + C00014 + Z00010 => 3C00125 + C05361 + C00001 + Z00010
R09799_v1,reverse,KEGG (Modified),Cytochrome,3C00125 + C05361 + C00001 + Z00010 => 3C00126 + C00533 + C00014 + Z00010
R09799_v2,forward,KEGG (Modified),Heme,3C00126 + C00533 + C00014 + Z00025 => 3C00125 + C05361 + C00001 + Z00025
R09799_v2,reverse,KEGG (Modified),Heme,3C00125 + C05361 + C00001 + Z00025 => 3C00126 + C00533 + C00014 + Z00025
R09800,forward,KEGG,,C06231 + C00001 => C19929
R09800,reverse,KEGG,,C19929 => C06231 + C00001
R09801_v1,forward,KEGG (Modified),Zn,C19929 + C00001 + Z00054 => C03283 + C00033 + Z00054
R09801_v1,reverse,KEGG (Modified),Zn,C03283 + C00033 + Z00054 => C19929 + C00001 + Z00054
R09802,reverse,KEGG,,C16911 + C00015 => C05903 + C02199
R09803,reverse,KEGG,,C01750 + C00015 => C00389 + C02199
R09804,forward,KEGG,,C01750 + C00029 => C19796 + C00015
R09804,reverse,KEGG,,C19796 + C00015 => C01750 + C00029
R09805,forward,KEGG,,C00441 + C00003 + C00001 => C00049 + C00004 + C00080
R09806,forward,KEGG,,C19931 + C00006 => C19932 + C00005 + C00080
R09806,reverse,KEGG,,C19932 + C00005 + C00080 => C19931 + C00006
R09807_v1,forward,KEGG (Modified),FAD,C19933 + C00007 + Z00013 => C19934 + C00027 + Z00013
R09808_v1,reverse,KEGG (Modified),"Generic Flavin, Heme",C00887 + C00697 + Z00025 + Z00021 => C00533 + C19935 + Z00025 + Z00021
R09809_v1,forward,KEGG (Modified),"Generic Flavin, Heme",C00533 + C00014 + Z00025 + Z00021 => C00887 + C00001 + Z00025 + Z00021
R09810,forward,KEGG,,C06427 + C00007 => C19936
R09811,forward,KEGG,,C01595 + C00007 => C19937
R09812_v1,forward,KEGG (Modified),"Cytochrome, Heme",2C00138 + 2C00080 + C01841 + C00007 + Z00025 + Z00010 => 2C00139 + C19938 + C00001 + Z00025 + Z00010
R09813_v1,forward,KEGG (Modified),"Cytochrome, Heme",2C00138 + 2C00080 + C19938 + C00007 + Z00025 + Z00010 => 2C00139 + 2C00001 + C19939 + Z00025 + Z00010
R09818,forward,KEGG,,C03203 + C00005 + C00080 + C00007 => C03012 + C00006 + C00001 + C00011
R09819_v1,forward,KEGG (Modified),FMN,C19944 + C01847 + C00007 + Z00014 => C04793 + C00061 + C00001 + Z00014
R09819_v2,forward,KEGG (Modified),FAD,C19944 + C01847 + C00007 + Z00013 => C04793 + C00061 + C00001 + Z00013
R09820,forward,KEGG,,C19946 + C00006 + C00001 => C19945 + C00005 + C00080
R09820,reverse,KEGG,,C19945 + C00005 + C00080 => C19946 + C00006 + C00001
R09821,forward,KEGG,,2C00019 + C19947 => 2C00021 + C19948
R09821,reverse,KEGG,,2C00021 + C19948 => 2C00019 + C19947
R09822_v1,forward,KEGG (Modified),Mg,C15682 + C00019 + Z00029 => C15681 + C00021 + Z00029
R09822_v1,reverse,KEGG (Modified),Mg,C15681 + C00021 + Z00029 => C15682 + C00019 + Z00029
R09823_v1,forward,KEGG (Modified),Mg,C15681 + C00019 + Z00029 => C18846 + C00021 + Z00029
R09823_v1,reverse,KEGG (Modified),Mg,C18846 + C00021 + Z00029 => C15681 + C00019 + Z00029
R09824_v1,forward,KEGG (Modified),PLP,C19947 + C00026 + Z00035 => C19960 + C00025 + Z00035
R09824_v1,reverse,KEGG (Modified),PLP,C19960 + C00025 + Z00035 => C19947 + C00026 + Z00035
R09825_v1,forward,KEGG (Modified),PLP,C19961 + C00026 + Z00035 => C19823 + C00025 + Z00035
R09825_v1,reverse,KEGG (Modified),PLP,C19823 + C00025 + Z00035 => C19961 + C00026 + Z00035
R09826_v1,reverse,KEGG (Modified),Fe,C19962 + C00162 + Z00015 => C02075 + C00001 + Z00015
R09827_v1,forward,KEGG (Modified),Mg,C05981 + C00001 + Z00029 => C11554 + C00009 + Z00029
R09830,forward,KEGG,,C00082 + C00001 + C00003 => C01179 + C00014 + C00004 + C00080
R09830,reverse,KEGG,,C01179 + C00014 + C00004 + C00080 => C00082 + C00001 + C00003
R09831,forward,KEGG,,C19965 + C00001 => C04053 + C19966
R09831,reverse,KEGG,,C04053 + C19966 => C19965 + C00001
R09832_v1,forward,KEGG (Modified),Mn,C19967 + C00001 + Z00030 => C19968 + C00013 + Z00030
R09832_v2,forward,KEGG (Modified),Mg,C19967 + C00001 + Z00029 => C19968 + C00013 + Z00029
R09833,forward,KEGG,,C19969 + C00001 => C19970 + C00013
R09834,forward,KEGG,,C19971 + C00001 => C19972 + C00015
R09834,reverse,KEGG,,C19972 + C00015 => C19971 + C00001
R09835_v1,forward,KEGG (Modified),Mn,C19973 + C00001 + Z00030 => C19974 + Z00030
R09835_v1,reverse,KEGG (Modified),Mn,C19974 + Z00030 => C19973 + C00001 + Z00030
R09836,forward,KEGG,,C19975 + C00001 => C19946
R09836,reverse,KEGG,,C19946 => C19975 + C00001
R09837,reverse,KEGG,,C19975 => C20062
R09838_v1,forward,KEGG (Modified),Fe,C00582 + C00007 + C00005 + C00080 + Z00015 => C20062 + C00001 + C00006 + Z00015
R09839,forward,KEGG,,C19945 + C00010 => C14144 + C00024
R09839,reverse,KEGG,,C14144 + C00024 => C19945 + C00010
R09840,forward,KEGG,,C00582 + C00001 => C07086 + C00010
R09840,reverse,KEGG,,C07086 + C00010 => C00582 + C00001
R09841_v1,forward,KEGG (Modified),Co,C19972 + C00074 + C00001 + Z00006 => C20082 + C00009 + Z00006
R09841_v1,reverse,KEGG (Modified),Co,C20082 + C00009 + Z00006 => C19972 + C00074 + C00001 + Z00006
R09841_v2,forward,KEGG (Modified),M2,C19972 + C00074 + C00001 + Z00069 => C20082 + C00009 + Z00069
R09841_v2,reverse,KEGG (Modified),M2,C20082 + C00009 + Z00069 => C19972 + C00074 + C00001 + Z00069
R09841_v3,forward,KEGG (Modified),Mn,C19972 + C00074 + C00001 + Z00030 => C20082 + C00009 + Z00030
R09841_v3,reverse,KEGG (Modified),Mn,C20082 + C00009 + Z00030 => C19972 + C00074 + C00001 + Z00030
R09842,forward,KEGG,,C19961 + C00024 => C19971 + C00010
R09842,reverse,KEGG,,C19971 + C00010 => C19961 + C00024
R09843_v1,reverse,KEGG (Modified),Mg,C20083 + C00013 + Z00029 => C20082 + C00063 + Z00029
R09844_v1,forward,KEGG (Modified),Mg,C00448 + C20119 + Z00029 => C20120 + C00013 + Z00029
R09844_v2,forward,KEGG (Modified),Zn,C00448 + C20119 + Z00054 => C20120 + C00013 + Z00054
R09845_v1,forward,KEGG (Modified),Zn,C20120 + C00001 + Z00054 => C04506 + C00012 + Z00054
R09846,forward,KEGG,,C04506 + C00132 => C04748 + C00001
R09848,reverse,KEGG,,C01126 => C03461
R09849,forward,KEGG,,C01126 + C00063 => C20121 + C00112
R09849,reverse,KEGG,,C20121 + C00112 => C01126 + C00063
R09850,forward,KEGG,,C20121 + C00063 => C00448 + C00112
R09850,reverse,KEGG,,C00448 + C00112 => C20121 + C00063
R09852,reverse,KEGG,,C20135 => C20134
R09853,forward,KEGG,,C20135 + C00169 => C20136 + C00009
R09853,reverse,KEGG,,C20136 + C00009 => C20135 + C00169
R09854,forward,KEGG,,C20136 + C00630 => C20137 + C00010
R09854,reverse,KEGG,,C20137 + C00010 => C20136 + C00630
R09855,forward,KEGG,,C20137 => C20138
R09855,reverse,KEGG,,C20138 => C20137
R09856,forward,KEGG,,C00019 + C20138 => C00021 + C12045
R09856,reverse,KEGG,,C00021 + C12045 => C00019 + C20138
R09857,forward,KEGG,,C00029 + C20138 => C00015 + C20139
R09857,reverse,KEGG,,C00015 + C20139 => C00029 + C20138
R09858,forward,KEGG,,C20139 + C00169 => C20140 + C00009
R09858,reverse,KEGG,,C20140 + C00009 => C20139 + C00169
R09859_v1,forward,KEGG (Modified),"Cytochrome, Heme",2C00138 + 2C00080 + C00599 + C00007 + Z00025 + Z00010 => 2C00139 + C20143 + C00001 + Z00025 + Z00010
R09860_v1,forward,KEGG (Modified),FAD,2C00138 + 2C00080 + C20144 + C00007 + Z00013 => 2C00139 + C14909 + C00001 + Z00013
R09860_v2,forward,KEGG (Modified),"2Fe2S, Fe",2C00138 + 2C00080 + C20144 + C00007 + Z00015 + Z00001 => 2C00139 + C14909 + C00001 + Z00015 + Z00001
R09864_v1,forward,KEGG (Modified),Cytochrome,C20148 + C00007 + C03024 + Z00010 => C20149 + C03161 + C00001 + Z00010
R09867_v1,forward,KEGG (Modified),Cytochrome,C11898 + C00007 + C00005 + C00080 + Z00010 => C20151 + C00006 + C00001 + Z00010
R09868,forward,KEGG,,C20152 + C00007 + C00005 + C00080 => C20153 + C00006 + C00001
R09870,forward,KEGG,,C00019 + C03582 => C00021 + C20154
R09870,reverse,KEGG,,C00021 + C20154 => C00019 + C03582
R09871,forward,KEGG,,C00019 + C20154 => C00021 + C10287
R09871,reverse,KEGG,,C00021 + C10287 => C00019 + C20154
R09872,forward,KEGG,,2C00019 + C03582 => 2C00021 + C10287
R09872,reverse,KEGG,,2C00021 + C10287 => 2C00019 + C03582
R09873,forward,KEGG,,C00024 + C19947 => C00010 + C20156
R09873,reverse,KEGG,,C00010 + C20156 => C00024 + C19947
R09874_v1,forward,KEGG (Modified),Mg,C00353 + C00001 + Z00029 => C20158 + C00013 + Z00029
R09875,forward,KEGG,,C02166 + C00001 => C05951 + C00025
R09875,reverse,KEGG,,C05951 + C00025 => C02166 + C00001
R09876_v1,reverse,KEGG (Modified),Zn,C00366 + C00014 + Z00054 => C20155 + C00001 + Z00054
R09877_v1,forward,KEGG (Modified),Mn,C20176 + C00001 + Z00030 => C19968 + C00009 + Z00030
R09877_v2,forward,KEGG (Modified),Mg,C20176 + C00001 + Z00029 => C19968 + C00009 + Z00029
R09879_v1,forward,KEGG (Modified),Zn,C20190 + C00001 + Z00054 => 2C00002 + Z00054
R09879_v1,reverse,KEGG (Modified),Zn,2C00002 + Z00054 => C20190 + C00001 + Z00054
R09879_v2,forward,KEGG (Modified),Co,C20190 + C00001 + Z00006 => 2C00002 + Z00006
R09879_v2,reverse,KEGG (Modified),Co,2C00002 + Z00006 => C20190 + C00001 + Z00006
R09879_v3,forward,KEGG (Modified),M2,C20190 + C00001 + Z00069 => 2C00002 + Z00069
R09879_v3,reverse,KEGG (Modified),M2,2C00002 + Z00069 => C20190 + C00001 + Z00069
R09879_v4,forward,KEGG (Modified),Mn,C20190 + C00001 + Z00030 => 2C00002 + Z00030
R09879_v4,reverse,KEGG (Modified),Mn,2C00002 + Z00030 => C20190 + C00001 + Z00030
R09879_v5,forward,KEGG (Modified),Mg,C20190 + C00001 + Z00029 => 2C00002 + Z00029
R09879_v5,reverse,KEGG (Modified),Mg,2C00002 + Z00029 => C20190 + C00001 + Z00029
R09880_v1,forward,KEGG (Modified),Zn,C04058 + C00001 + Z00054 => C00002 + C00008 + Z00054
R09880_v1,reverse,KEGG (Modified),Zn,C00002 + C00008 + Z00054 => C04058 + C00001 + Z00054
R09880_v2,forward,KEGG (Modified),Co,C04058 + C00001 + Z00006 => C00002 + C00008 + Z00006
R09880_v2,reverse,KEGG (Modified),Co,C00002 + C00008 + Z00006 => C04058 + C00001 + Z00006
R09880_v3,forward,KEGG (Modified),M2,C04058 + C00001 + Z00069 => C00002 + C00008 + Z00069
R09880_v3,reverse,KEGG (Modified),M2,C00002 + C00008 + Z00069 => C04058 + C00001 + Z00069
R09880_v4,forward,KEGG (Modified),Mn,C04058 + C00001 + Z00030 => C00002 + C00008 + Z00030
R09880_v4,reverse,KEGG (Modified),Mn,C00002 + C00008 + Z00030 => C04058 + C00001 + Z00030
R09880_v5,forward,KEGG (Modified),Mg,C04058 + C00001 + Z00029 => C00002 + C00008 + Z00029
R09880_v5,reverse,KEGG (Modified),Mg,C00002 + C00008 + Z00029 => C04058 + C00001 + Z00029
R09881_v1,forward,KEGG (Modified),Mn,C20190 + C00001 + Z00030 => C20198 + C00020 + Z00030
R09881_v2,forward,KEGG (Modified),M2,C20190 + C00001 + Z00069 => C20198 + C00020 + Z00069
R09882_v1,forward,KEGG (Modified),Mn,C04058 + C00001 + Z00030 => C03483 + C00020 + Z00030
R09882_v2,forward,KEGG (Modified),M2,C04058 + C00001 + Z00069 => C03483 + C00020 + Z00069
R09883,forward,KEGG,,C04844 + C00001 => C20199 + C20240
R09884_v1,forward,KEGG (Modified),FAD,C00280 + C00028 + Z00013 => C20144 + C00030 + Z00013
R09885,reverse,KEGG,,C19944 => C14909
R09886,forward,KEGG,,C00448 => C20159 + C00013
R09887_v1,forward,KEGG (Modified),Mg,C00448 + Z00029 => C20161 + C00013 + Z00029
R09888_v1,forward,KEGG (Modified),Mg,C00448 + Z00029 => C20162 + C00013 + Z00029
R09889,forward,KEGG,,C00448 => C19973 + C00013
R09890_v1,forward,KEGG (Modified),Mg,C00448 + Z00029 => C20163 + C00013 + Z00029
R09891_v1,forward,KEGG (Modified),Mg,C00448 + C00001 + Z00029 => C20172 + C00013 + Z00029
R09892_v1,forward,KEGG (Modified),Mn,C00448 + Z00030 => C20173 + C00013 + Z00030
R09893_v1,forward,KEGG (Modified),Mg,C00448 + Z00029 => C20174 + C00013 + Z00029
R09894_v1,forward,KEGG (Modified),Mg,C00448 + Z00029 => C20179 + C00013 + Z00029
R09895,forward,KEGG,,C00448 => C20180 + C00013
R09896_v1,forward,KEGG (Modified),Mg,C00448 + C00001 + Z00029 => C20181 + C00013 + Z00029
R09897,forward,KEGG,,C00448 => C20182 + C00013
R09898_v1,forward,KEGG (Modified),Mg,C00448 + C00001 + Z00029 => C20184 + C00013 + Z00029
R09899,forward,KEGG,,C11902 => C20185 + C00013
R09900_v1,forward,KEGG (Modified),Mn,C00448 + Z00030 => C20175 + C00013 + Z00030
R09900_v2,forward,KEGG (Modified),Mg,C00448 + Z00029 => C20175 + C00013 + Z00029
R09901_v1,forward,KEGG (Modified),Mn,C00448 + Z00030 => C20177 + C00013 + Z00030
R09901_v2,forward,KEGG (Modified),Mg,C00448 + Z00029 => C20177 + C00013 + Z00029
R09902_v1,forward,KEGG (Modified),Mn,C00448 + Z00030 => C20178 + C00013 + Z00030
R09902_v2,forward,KEGG (Modified),Mg,C00448 + Z00029 => C20178 + C00013 + Z00029
