reaction,direction,reaction_def
R00162_v1,forward,C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00030 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00055 + C00002 + C00017 + Z00055 + C00002 + C00017 + Z00030 + C00002 + C00017 + Z00054 => C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00030 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00055 + C00008 + C00562 + Z00055 + C00008 + C00562 + Z00030 + C00008 + C00562 + Z00054
R00162_v1,reverse,C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00030 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00055 + C00008 + C00562 + Z00055 + C00008 + C00562 + Z00030 + C00008 + C00562 + Z00054 => C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00030 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00055 + C00002 + C00017 + Z00055 + C00002 + C00017 + Z00030 + C00002 + C00017 + Z00054
R00162_v2,forward,C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00055 => C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00055
R00162_v2,reverse,C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00029 + C00008 + C00562 + Z00055 => C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00029 + C00002 + C00017 + Z00055
R00162_v3,forward,C00002 + C00017 + Z00069 => C00008 + C00562 + Z00069
R00162_v3,reverse,C00008 + C00562 + Z00069 => C00002 + C00017 + Z00069
R00162_v4,forward,C00002 + C00017 + Z00030 => C00008 + C00562 + Z00030
R00162_v4,reverse,C00008 + C00562 + Z00030 => C00002 + C00017 + Z00030
R00162_v5,forward,C00002 + C00017 + Z00029 => C00008 + C00562 + Z00029
R00162_v5,reverse,C00008 + C00562 + Z00029 => C00002 + C00017 + Z00029
R00164_v1,forward,C00562 + C00001 + Z00054 => C00017 + C00009 + Z00054
R00164_v2,forward,C00562 + C00001 + Z00006 => C00017 + C00009 + Z00006
R00164_v3,forward,C00562 + C00001 + Z00069 => C00017 + C00009 + Z00069
R00164_v4,forward,C00562 + C00001 + Z00030 => C00017 + C00009 + Z00030
R00164_v5,forward,C00562 + C00001 + Z00029 => C00017 + C00009 + Z00029
R00173_v1,forward,C00018 + C00001 + Z00029 => C00250 + C00009 + Z00029
R00173_v1,reverse,C00250 + C00009 + Z00029 => C00018 + C00001 + Z00029
R00173_v2,forward,C00018 + C00001 + Z00054 => C00250 + C00009 + Z00054
R00173_v2,reverse,C00250 + C00009 + Z00054 => C00018 + C00001 + Z00054
R00174_v1,forward,C00002 + C00250 + Z00030 => C00008 + C00018 + Z00030
R00174_v1,reverse,C00008 + C00018 + Z00030 => C00002 + C00250 + Z00030
R00174_v2,forward,C00002 + C00250 + Z00069 => C00008 + C00018 + Z00069
R00174_v2,reverse,C00008 + C00018 + Z00069 => C00002 + C00250 + Z00069
R00174_v3,forward,C00002 + C00250 + Z00029 => C00008 + C00018 + Z00029
R00174_v3,reverse,C00008 + C00018 + Z00029 => C00002 + C00250 + Z00029
R00174_v4,forward,C00002 + C00250 + Z00054 => C00008 + C00018 + Z00054
R00174_v4,reverse,C00008 + C00018 + Z00054 => C00002 + C00250 + Z00054
R00175,forward,C00019 + C00001 => C00170 + C00263
R00175,reverse,C00170 + C00263 => C00019 + C00001
R00177_v1,reverse,C00002 + C00073 + C00001 + Z00006 => C00009 + C00013 + C00019 + Z00006
R00177_v2,reverse,C00002 + C00073 + C00001 + Z00029 => C00009 + C00013 + C00019 + Z00029
R00178_v1,forward,C00019 + C00080 + Z00035 + Z00047 => C01137 + C00011 + Z00035 + Z00047
R00178_v1,reverse,C01137 + C00011 + Z00035 + Z00047 => C00019 + C00080 + Z00035 + Z00047
R00178_v2,forward,C00019 + C00080 + Z00039 => C01137 + C00011 + Z00039
R00178_v2,reverse,C01137 + C00011 + Z00039 => C00019 + C00080 + Z00039
R00179_v1,forward,C00019 + Z00035 => C01234 + C00170 + Z00035
R00180,forward,C00019 => C00170 + C02926
R00180,reverse,C00170 + C02926 => C00019
R00181_v1,forward,C00020 + C00001 + Z00054 => C00130 + C00014 + Z00054
R00182,forward,C00020 + C00001 => C00147 + C00117
R00182,reverse,C00147 + C00117 => C00020 + C00001
R00183_v1,forward,C00020 + C00001 + Z00054 => C00212 + C00009 + Z00054
R00183_v1,reverse,C00212 + C00009 + Z00054 => C00020 + C00001 + Z00054
R00183_v2,forward,C00020 + C00001 + Z00006 => C00212 + C00009 + Z00006
R00183_v2,reverse,C00212 + C00009 + Z00006 => C00020 + C00001 + Z00006
R00183_v3,forward,C00020 + C00001 + Z00069 => C00212 + C00009 + Z00069
R00183_v3,reverse,C00212 + C00009 + Z00069 => C00020 + C00001 + Z00069
R00183_v4,forward,C00020 + C00001 + Z00030 => C00212 + C00009 + Z00030
R00183_v4,reverse,C00212 + C00009 + Z00030 => C00020 + C00001 + Z00030
R00183_v5,forward,C00020 + C00001 + Z00029 => C00212 + C00009 + Z00029
R00183_v5,reverse,C00212 + C00009 + Z00029 => C00020 + C00001 + Z00029
R00184_v1,forward,C01260 + C00001 + Z00034 + C01260 + C00001 + Z00054 => C00002 + C00020 + Z00034 + C00002 + C00020 + Z00054
R00184_v2,forward,C01260 + C00001 + Z00030 + C01260 + C00001 + Z00006 => C00002 + C00020 + Z00030 + C00002 + C00020 + Z00006
R00184_v3,forward,C01260 + C00001 + Z00069 + C01260 + C00001 + Z00069 => C00002 + C00020 + Z00069 + C00002 + C00020 + Z00069
R00184_v4,forward,C01260 + C00001 + Z00030 => C00002 + C00020 + Z00030
R00184_v5,forward,C01260 + C00001 + Z00029 => C00002 + C00020 + Z00029
R00185_v1,forward,C00002 + C00212 + Z00006 => C00008 + C00020 + Z00006
R00185_v1,reverse,C00008 + C00020 + Z00006 => C00002 + C00212 + Z00006
R00185_v2,forward,C00002 + C00212 + Z00029 => C00008 + C00020 + Z00029
R00185_v2,reverse,C00008 + C00020 + Z00029 => C00002 + C00212 + Z00029
R00187_v1,forward,C06197 + C00001 + Z00030 => C00008 + C00020 + Z00030
R00187_v2,forward,C06197 + C00001 + Z00006 => C00008 + C00020 + Z00006
R00187_v3,forward,C06197 + C00001 + Z00054 => C00008 + C00020 + Z00054
R00188_v1,forward,C00054 + C00001 + Z00030 + C00054 + C00001 + Z00030 => C00020 + C00009 + Z00030 + C00020 + C00009 + Z00030
R00188_v1,reverse,C00020 + C00009 + Z00030 + C00020 + C00009 + Z00030 => C00054 + C00001 + Z00030 + C00054 + C00001 + Z00030
R00188_v2,forward,C00054 + C00001 + Z00029 => C00020 + C00009 + Z00029
R00188_v2,reverse,C00020 + C00009 + Z00029 => C00054 + C00001 + Z00029
R00189,forward,C00002 + C00857 + C00014 => C00020 + C00013 + C00003
R00189,reverse,C00020 + C00013 + C00003 => C00002 + C00857 + C00014
R00190_v1,forward,C00020 + C00013 + Z00029 => C00147 + C00119 + Z00029
R00190_v1,reverse,C00147 + C00119 + Z00029 => C00020 + C00013 + Z00029
R00191_v1,forward,C00575 + C00001 + Z00030 + C00575 + C00001 + Z00015 => C00020 + Z00030 + C00020 + Z00015
R00191_v2,forward,C00575 + C00001 + Z00069 + C00575 + C00001 + Z00030 => C00020 + Z00069 + C00020 + Z00030
R00191_v3,forward,C00575 + C00001 + Z00029 => C00020 + Z00029
R00191_v4,forward,C00575 + C00001 + Z00069 => C00020 + Z00069
R00192,forward,C00021 + C00001 => C00212 + C00155
R00192,reverse,C00212 + C00155 => C00021 + C00001
R00193_v1,forward,C00021 + C00001 + Z00054 => C03431 + C00014 + Z00054
R00193_v1,reverse,C03431 + C00014 + Z00054 => C00021 + C00001 + Z00054
R00194,forward,C00021 + C00001 => C03539 + C00147
R00194,reverse,C03539 + C00147 => C00021 + C00001
R00195_v1,forward,C06393 + C00001 + Z00035 => 2C00014 + C00022 + Z00035
R00195_v1,reverse,2C00014 + C00022 + Z00035 => C06393 + C00001 + Z00035
R00196_v1,forward,2C00125 + C00186 + Z00025 + Z00014 => 2C00126 + 2C00080 + C00022 + Z00025 + Z00014
R00196_v1,reverse,2C00126 + 2C00080 + C00022 + Z00025 + Z00014 => 2C00125 + C00186 + Z00025 + Z00014
R00197_v1,forward,2C00125 + C00256 + Z00019 + Z00013 => 2C00126 + 2C00080 + C00022 + Z00019 + Z00013
R00197_v1,reverse,2C00126 + 2C00080 + C00022 + Z00019 + Z00013 => 2C00125 + C00256 + Z00019 + Z00013
R00198,forward,2C01070 + C00256 => 2C01071 + 2C00080 + C00022
R00198,reverse,2C01071 + 2C00080 + C00022 => 2C01070 + C00256
R00199_v1,forward,C00002 + C00022 + C00001 + Z00030 => C00020 + C00074 + C00009 + Z00030
R00199_v1,reverse,C00020 + C00074 + C00009 + Z00030 => C00002 + C00022 + C00001 + Z00030
R00199_v2,forward,C00002 + C00022 + C00001 + Z00029 => C00020 + C00074 + C00009 + Z00029
R00199_v2,reverse,C00020 + C00074 + C00009 + Z00029 => C00002 + C00022 + C00001 + Z00029
R00200_gATP_v1,forward,C00022 + C00013 + Z00069 => C00074 + C00009 + Z00069
R00200_gATP_v1,reverse,C00074 + C00009 + Z00069 => C00022 + C00013 + Z00069
R00200_gATP_v2,forward,C00022 + C00013 + Z00026 + Z00029 => C00074 + C00009 + Z00026 + Z00029
R00200_gATP_v2,reverse,C00074 + C00009 + Z00026 + Z00029 => C00022 + C00013 + Z00026 + Z00029
R00200_v1,forward,C00002 + C00022 + Z00069 => C00008 + C00074 + Z00069
R00200_v1,reverse,C00008 + C00074 + Z00069 => C00002 + C00022 + Z00069
R00200_v2,forward,C00002 + C00022 + Z00026 + Z00029 => C00008 + C00074 + Z00026 + Z00029
R00200_v2,reverse,C00008 + C00074 + Z00026 + Z00029 => C00002 + C00022 + Z00026 + Z00029
R00203,forward,C00546 + C00003 + C00001 => C00022 + C00004 + C00080
R00203,reverse,C00022 + C00004 + C00080 => C00546 + C00003 + C00001
R00205,forward,C00546 + C00006 + C00001 => C00022 + C00005 + C00080
R00205,reverse,C00022 + C00005 + C00080 => C00546 + C00006 + C00001
R00206_v1,forward,C00002 + C00022 + C00009 + Z00029 => C00020 + C00074 + C00013 + Z00029
R00206_v1,reverse,C00020 + C00074 + C00013 + Z00029 => C00002 + C00022 + C00009 + Z00029
R00207_v1,forward,C00022 + C00009 + C00007 + Z00029 + Z00047 + Z00019 + Z00013 => C00227 + C00027 + C00011 + Z00029 + Z00047 + Z00019 + Z00013
R00208,forward,C00074 + C00001 => C00022 + C00009
R00209,forward,C00022 + C00010 + C00003 => C00024 + C00011 + C00004 + C00080
R00209,reverse,C00024 + C00011 + C00004 + C00080 => C00022 + C00010 + C00003
R00210_v1,forward,C00022 + C00010 + C00006 + Z00047 => C00024 + C00011 + C00005 + C00080 + Z00047
R00210_v1,reverse,C00024 + C00011 + C00005 + C00080 + Z00047 => C00022 + C00010 + C00006 + Z00047
R00211_v1,forward,C00022 + C00010 + C00007 + Z00019 + Z00013 => C00027 + C00024 + C00011 + Z00019 + Z00013
R00212,forward,C00024 + C00058 => C00010 + C00022
R00212,reverse,C00010 + C00022 => C00024 + C00058
R00213_v1,forward,C03015 + C00001 + Z00035 => 2C00014 + C00022 + C00011 + Z00035
R00214_v1,forward,C00149 + C00003 + Z00030 + C00149 + C00003 + Z00030 => C00022 + C00011 + C00004 + C00080 + Z00030 + C00022 + C00011 + C00004 + C00080 + Z00030
R00214_v1,reverse,C00022 + C00011 + C00004 + C00080 + Z00030 + C00022 + C00011 + C00004 + C00080 + Z00030 => C00149 + C00003 + Z00030 + C00149 + C00003 + Z00030
R00215_v1,forward,C00497 + C00003 + Z00030 => C00022 + C00011 + C00004 + C00080 + Z00030
R00215_v1,reverse,C00022 + C00011 + C00004 + C00080 + Z00030 => C00497 + C00003 + Z00030
R00216_v1,forward,C00149 + C00006 + Z00030 => C00022 + C00011 + C00005 + C00080 + Z00030
R00216_v1,reverse,C00022 + C00011 + C00005 + C00080 + Z00030 => C00149 + C00006 + Z00030
R00217_v1,forward,C00036 + Z00030 + C00036 + Z00030 + C00036 + Z00030 => C00022 + C00011 + Z00030 + C00022 + C00011 + Z00030 + C00022 + C00011 + Z00030
R00217_v1,reverse,C00022 + C00011 + Z00030 + C00022 + C00011 + Z00030 + C00022 + C00011 + Z00030 => C00036 + Z00030 + C00036 + Z00030 + C00036 + Z00030
R00217_v2,forward,C00036 + Z00029 => C00022 + C00011 + Z00029
R00217_v2,reverse,C00022 + C00011 + Z00029 => C00036 + Z00029
R00217_v3,forward,C00036 + Z00069 => C00022 + C00011 + Z00069
R00217_v3,reverse,C00022 + C00011 + Z00069 => C00036 + Z00069
R00218,reverse,C00022 + C00011 => C03248 + C00001
R00219,forward,C00022 + C00011 => C03981
R00219,reverse,C03981 => C00022 + C00011
R00220_v1,forward,C00065 + Z00063 + C00065 + Z00035 + Z00002 => C00022 + C00014 + Z00063 + C00022 + C00014 + Z00035 + Z00002
R00220_v2,forward,C00065 + Z00035 + C00065 + Z00035 + Z00063 => C00022 + C00014 + Z00035 + C00022 + C00014 + Z00035 + Z00063
R00221_v1,forward,C00740 + Z00035 => C00022 + C00014 + Z00035
R00223_v1,forward,C00716 + Z00035 => C00022 + C00014 + Z00035
R00224,forward,C00022 => C00084 + C00011
R00224,reverse,C00084 + C00011 => C00022
R00226_v1,forward,C06010 + C00011 + Z00029 + Z00047 + Z00013 => 2C00022 + Z00029 + Z00047 + Z00013
R00226_v1,reverse,2C00022 + Z00029 + Z00047 + Z00013 => C06010 + C00011 + Z00029 + Z00047 + Z00013
R00227_v1,forward,C00024 + C00001 + Z00032 => C00010 + C00033 + Z00032
R00228,forward,C00084 + C00010 + C00003 => C00024 + C00004 + C00080
R00228,reverse,C00024 + C00004 + C00080 => C00084 + C00010 + C00003
R00229_v1,forward,C00002 + C00033 + C00010 + Z00032 => C00008 + C00024 + C00009 + Z00032
R00229_v1,reverse,C00008 + C00024 + C00009 + Z00032 => C00002 + C00033 + C00010 + Z00032
R00230,forward,C00024 + C00009 => C00010 + C00227
R00230,reverse,C00010 + C00227 => C00024 + C00009
R00233,forward,C00083 => C00024 + C00011
R00233,reverse,C00024 + C00011 => C00083
R00235_v1,forward,C00002 + C00033 + C00010 + Z00029 => C00020 + C00013 + C00024 + Z00029
R00235_v1,reverse,C00020 + C00013 + C00024 + Z00029 => C00002 + C00033 + C00010 + Z00029
R00235_v2,forward,C00002 + C00033 + C00010 + Z00054 => C00020 + C00013 + C00024 + Z00054
R00235_v2,reverse,C00020 + C00013 + C00024 + Z00054 => C00002 + C00033 + C00010 + Z00054
R00236_v1,forward,C05993 + C00010 + Z00029 => C00020 + C00024 + Z00029
R00236_v2,forward,C05993 + C00010 + Z00054 => C00020 + C00024 + Z00054
R00237_v1,forward,C01011 + Z00029 => C00024 + C00022 + Z00029
R00237_v1,reverse,C00024 + C00022 + Z00029 => C01011 + Z00029
R00238,forward,2C00024 => C00010 + C00332
R00238,reverse,C00010 + C00332 => 2C00024
R00239_v1,forward,C00002 + C00025 + Z00029 => C00008 + C03287 + Z00029
R00239_v1,reverse,C00008 + C03287 + Z00029 => C00002 + C00025 + Z00029
R00243_v1,forward,C00025 + C00003 + C00001 + Z00067 + Z00014 + Z00019 + Z00013 => C00026 + C00014 + C00004 + C00080 + Z00067 + Z00014 + Z00019 + Z00013
R00243_v1,reverse,C00026 + C00014 + C00004 + C00080 + Z00067 + Z00014 + Z00019 + Z00013 => C00025 + C00003 + C00001 + Z00067 + Z00014 + Z00019 + Z00013
R00245,forward,C01165 + C00003 + C00001 => C00025 + C00004 + C00080
R00245,reverse,C00025 + C00004 + C00080 => C01165 + C00003 + C00001
R00248_v1,forward,C00025 + C00006 + C00001 + Z00067 + Z00002 + Z00014 + Z00013 => C00026 + C00014 + C00005 + C00080 + Z00067 + Z00002 + Z00014 + Z00013
R00248_v1,reverse,C00026 + C00014 + C00005 + C00080 + Z00067 + Z00002 + Z00014 + Z00013 => C00025 + C00006 + C00001 + Z00067 + Z00002 + Z00014 + Z00013
R00250_v1,forward,C00025 + C00007 + C00001 + Z00019 + Z00013 => C00026 + C00014 + C00027 + Z00019 + Z00013
R00251,forward,2C00001 + C00002 + C01879 => C00008 + C00009 + C00025
R00251,reverse,C00008 + C00009 + C00025 => 2C00001 + C00002 + C01879
R00253_v1,forward,C00002 + C00025 + C00014 + Z00030 => C00008 + C00009 + C00064 + Z00030
R00253_v1,reverse,C00008 + C00009 + C00064 + Z00030 => C00002 + C00025 + C00014 + Z00030
R00253_v2,forward,C00002 + C00025 + C00014 + Z00029 => C00008 + C00009 + C00064 + Z00029
R00253_v2,reverse,C00008 + C00009 + C00064 + Z00029 => C00002 + C00025 + C00014 + Z00029
R00254_v1,reverse,C05829 + C00001 + Z00015 => C00025 + C00014 + C00011 + Z00015
R00254_v2,reverse,C05829 + C00001 + Z00006 => C00025 + C00014 + C00011 + Z00006
R00254_v3,reverse,C05829 + C00001 + Z00069 => C00025 + C00014 + C00011 + Z00069
R00254_v4,reverse,C05829 + C00001 + Z00030 => C00025 + C00014 + C00011 + Z00030
R00256_v1,forward,C00064 + C00001 + Z00029 + C00064 + C00001 + Z00029 + C00064 + C00001 + Z00030 + C00064 + C00001 + Z00067 + Z00013 + C00064 + C00001 + Z00067 + Z00014 + Z00019 + Z00013 + C00064 + C00001 + Z00067 + Z00002 + Z00014 + Z00013 => C00025 + C00014 + Z00029 + C00025 + C00014 + Z00029 + C00025 + C00014 + Z00030 + C00025 + C00014 + Z00067 + Z00013 + C00025 + C00014 + Z00067 + Z00014 + Z00019 + Z00013 + C00025 + C00014 + Z00067 + Z00002 + Z00014 + Z00013
R00256_v1,reverse,C00025 + C00014 + Z00029 + C00025 + C00014 + Z00029 + C00025 + C00014 + Z00030 + C00025 + C00014 + Z00067 + Z00013 + C00025 + C00014 + Z00067 + Z00014 + Z00019 + Z00013 + C00025 + C00014 + Z00067 + Z00002 + Z00014 + Z00013 => C00064 + C00001 + Z00029 + C00064 + C00001 + Z00029 + C00064 + C00001 + Z00030 + C00064 + C00001 + Z00067 + Z00013 + C00064 + C00001 + Z00067 + Z00014 + Z00019 + Z00013 + C00064 + C00001 + Z00067 + Z00002 + Z00014 + Z00013
R00256_v2,forward,C00064 + C00001 + Z00054 + C00064 + C00001 + Z00067 + Z00014 => C00025 + C00014 + Z00054 + C00025 + C00014 + Z00067 + Z00014
R00256_v2,reverse,C00025 + C00014 + Z00054 + C00025 + C00014 + Z00067 + Z00014 => C00064 + C00001 + Z00054 + C00064 + C00001 + Z00067 + Z00014
R00257,forward,C00002 + C00857 + C00064 + C00001 => C00020 + C00013 + C00003 + C00025
R00257,reverse,C00020 + C00013 + C00003 + C00025 => C00002 + C00857 + C00064 + C00001
R00258_v1,forward,C00041 + C00026 + Z00035 => C00022 + C00025 + Z00035
R00258_v1,reverse,C00022 + C00025 + Z00035 => C00041 + C00026 + Z00035
R00259,forward,C00024 + C00025 => C00010 + C00624
R00259,reverse,C00010 + C00624 => C00024 + C00025
R00260_v1,forward,C00025 + Z00035 => C00217 + Z00035
R00260_v1,reverse,C00217 + Z00035 => C00025 + Z00035
R00261_v1,forward,C00025 + Z00035 => C00334 + C00011 + Z00035
R00261_v1,reverse,C00334 + C00011 + Z00035 => C00025 + Z00035
R00262_v1,forward,C03618 + Z00009 => C00025 + Z00009
R00262_v1,reverse,C00025 + Z00009 => C03618 + Z00009
R00263,forward,C00025 => C05723
R00264,forward,C00433 + C00006 + C00001 => C00026 + C00005 + C00080
R00264,reverse,C00026 + C00005 + C00080 => C00433 + C00006 + C00001
R00265,forward,C00026 + C00010 + C00006 => C00091 + C00011 + C00005 + C00080
R00265,reverse,C00091 + C00011 + C00005 + C00080 => C00026 + C00010 + C00006
R00267_v1,forward,C00311 + C00006 + Z00030 => C00026 + C00011 + C00005 + C00080 + Z00030
R00267_v1,reverse,C00026 + C00011 + C00005 + C00080 + Z00030 => C00311 + C00006 + Z00030
R00267_v2,forward,C00311 + C00006 + Z00029 => C00026 + C00011 + C00005 + C00080 + Z00029
R00267_v2,reverse,C00026 + C00011 + C00005 + C00080 + Z00029 => C00311 + C00006 + Z00029
R00267_v3,forward,C00311 + C00006 + Z00054 => C00026 + C00011 + C00005 + C00080 + Z00054
R00267_v3,reverse,C00026 + C00011 + C00005 + C00080 + Z00054 => C00311 + C00006 + Z00054
R00268_v1,forward,C05379 + Z00030 => C00026 + C00011 + Z00030
R00268_v1,reverse,C00026 + C00011 + Z00030 => C05379 + Z00030
R00268_v2,forward,C05379 + Z00029 => C00026 + C00011 + Z00029
R00268_v2,reverse,C00026 + C00011 + Z00029 => C05379 + Z00029
R00268_v3,forward,C05379 + Z00054 => C00026 + C00011 + Z00054
R00268_v3,reverse,C00026 + C00011 + Z00054 => C05379 + Z00054
R00269,forward,C00940 + C00001 => C00026 + C00014
R00269,reverse,C00026 + C00014 => C00940 + C00001
R00270,reverse,C05572 + C00001 => C00026 + C00014
R00271_v1,forward,C00024 + C00001 + C00026 + Z00030 => C01251 + C00010 + Z00030
R00271_v1,reverse,C01251 + C00010 + Z00030 => C00024 + C00001 + C00026 + Z00030
R00272_v1,forward,C00026 + Z00032 + Z00047 => C00232 + C00011 + Z00032 + Z00047
R00272_v1,reverse,C00232 + C00011 + Z00032 + Z00047 => C00026 + Z00032 + Z00047
R00273_v1,forward,C00209 + C00007 + Z00030 => 2C00011 + C00027 + Z00030
R00274_v1,forward,2C00051 + C00027 + Z00044 => 2C00001 + C00127 + Z00044
R00275_v1,reverse,C00027 + C00007 + Z00015 => 2C00704 + 2C00080 + Z00015
R00275_v2,reverse,C00027 + C00007 + Z00034 => 2C00704 + 2C00080 + Z00034
R00275_v3,reverse,C00027 + C00007 + Z00030 => 2C00704 + 2C00080 + Z00030
R00275_v4,reverse,C00027 + C00007 + Z00070 + Z00054 => 2C00704 + 2C00080 + Z00070 + Z00054
R00277_v1,forward,C00647 + C00001 + C00007 + Z00014 + Z00019 => C00018 + C00014 + C00027 + Z00014 + Z00019
R00278_v1,forward,C00627 + C00007 + Z00014 + Z00019 => C00027 + C00018 + Z00014 + Z00019
R00279_v1,forward,C00217 + C00001 + C00007 + Z00019 + Z00013 => C00026 + C00014 + C00027 + Z00019 + Z00013
R00280_v1,forward,2C00533 + 2C00001 + C00028 + Z00070 => 2C00088 + C00030 + Z00070
R00280_v1,reverse,2C00088 + C00030 + Z00070 => 2C00533 + 2C00001 + C00028 + Z00070
R00280_v2,forward,2C00533 + 2C00001 + C00028 + Z00025 + Z00010 => 2C00088 + C00030 + Z00025 + Z00010
R00280_v2,reverse,2C00088 + C00030 + Z00025 + Z00010 => 2C00533 + 2C00001 + C00028 + Z00025 + Z00010
R00282_v1,forward,C00028 + C00005 + C00080 + Z00014 => C00030 + C00006 + Z00014
R00282_v1,reverse,C00030 + C00006 + Z00014 => C00028 + C00005 + C00080 + Z00014
R00282_v2,forward,C00028 + C00005 + C00080 + Z00013 => C00030 + C00006 + Z00013
R00282_v2,reverse,C00030 + C00006 + Z00013 => C00028 + C00005 + C00080 + Z00013
R00283_v1,forward,2C00009 + 2C00008 + C00028 + C00014 + C00001 + Z00002 + Z00030 => 2C00002 + 2C00001 + C00192 + C00030 + Z00002 + Z00030
R00283_v1,reverse,2C00002 + 2C00001 + C00192 + C00030 + Z00002 + Z00030 => 2C00009 + 2C00008 + C00028 + C00014 + C00001 + Z00002 + Z00030
R00283_v2,forward,2C00009 + 2C00008 + C00028 + C00014 + C00001 + Z00063 + Z00029 => 2C00002 + 2C00001 + C00192 + C00030 + Z00063 + Z00029
R00283_v2,reverse,2C00002 + 2C00001 + C00192 + C00030 + Z00063 + Z00029 => 2C00009 + 2C00008 + C00028 + C00014 + C00001 + Z00063 + Z00029
R00283_v3,forward,2C00009 + 2C00008 + C00028 + C00014 + C00001 + Z00002 + Z00029 => 2C00002 + 2C00001 + C00192 + C00030 + Z00002 + Z00029
R00283_v3,reverse,2C00002 + 2C00001 + C00192 + C00030 + Z00002 + Z00029 => 2C00009 + 2C00008 + C00028 + C00014 + C00001 + Z00002 + Z00029
R00283_v4,forward,2C00009 + 2C00008 + C00028 + C00014 + C00001 + Z00063 + Z00030 => 2C00002 + 2C00001 + C00192 + C00030 + Z00063 + Z00030
R00283_v4,reverse,2C00002 + 2C00001 + C00192 + C00030 + Z00063 + Z00030 => 2C00009 + 2C00008 + C00028 + C00014 + C00001 + Z00063 + Z00030
