,rn,Fold
12085,R10601,633
12086,R12552,2003
12087,R12553,2003
12088,R10665,2003
12089,R02365,11
12090,R02365,2003
12091,R06247,11
12092,R06247,2003
12093,R01442,11
12094,R01442,2003
12095,R01443,11
12096,R01443,2003
12097,R06244,11
12098,R06244,2003
12099,R06246,11
12100,R06246,2003
12101,R09486,7522
12102,R09486,7574
12103,R09486,2004
12104,R06272,2003
12105,R06896,2003
12106,R03072,2003
12107,R10881,2003
12108,R10883,2003
12109,R03073,2003
12110,R01193,2002
12111,R10190,2003
12112,R08194,2003
12113,R08194,298
12114,R12090,2002
12115,R10163,2003
12116,R10200,323
12117,R07514,217
12118,R07514,244
12119,R07514,179
12120,R07514,231
12121,R07514,325
12122,R07515,7579
12123,R04130,244
12124,R10131,7516
12125,R10132,7516
12126,R10102,1
12127,R10102,2003
12128,R10102,304
12129,R02627,630
12130,R02627,70
12131,R12315,10
12132,R01492,2004
12133,R05220,2004
12134,R07268,2004
12135,R12183,2004
12136,R12184,2004
12137,R00145,3692
12138,R00146,3692
12139,R00365,3692
12140,R00396,3692
12141,R01810,10
12142,R01810,3847
12143,R08600,10
12144,R08600,3847
12145,R08601,10
12146,R08601,3847
12147,R02964,2003
12148,R03643,2003
12149,R03816,2003
12150,R07359,2003
12151,R00262,2002
12152,R02167,2006
12153,R00804,2006
12154,R02866,2006
12155,R03065,323
12156,R10904,7527
12157,R01569,7525
12158,R01664,7525
12159,R01968,7525
12160,R02088,7525
12161,R02102,7525
12162,R12958,7525
12163,R00183,7525
12164,R00511,7525
12165,R00963,7525
12166,R01126,7525
12167,R01227,7525
12168,R02323,7525
12169,R02719,7525
12170,R03346,7525
12171,R07297,7525
12172,R05706,304
12173,R05705,304
12174,R03129,7516
12175,R08692,7516
12176,R03129,1
12177,R08692,1
12178,R11745,11
12179,R11745,387
12180,R11307,10
12181,R00105,2007
12182,R00105,4004
12183,R00435,3078
12184,R00435,4967
12185,R00441,3078
12186,R00441,4967
12187,R00442,3078
12188,R00442,4967
12189,R00443,3078
12190,R00443,4967
12191,R00444,3078
12192,R00444,4967
12193,R11090,321
12194,R10929,2003
12195,R10929,206
12196,R07483,4
12197,R05639,4
12198,R11065,10
12199,R10917,2003
12200,R03231,2004
12201,R12933,3016
12202,R12933,7577
12203,R12934,3016
12204,R12934,7577
12205,R03182,3016
12206,R03182,7577
12207,R10699,3016
12208,R10699,7577
12209,R10956,2003
12210,R10957,2003
12211,R10958,2003
12212,R04192,213
12213,R10965,7581
12214,R01575,2003
12215,R01575,236
12216,R05271,7524
12217,R05272,2003
12218,R07346,129
12219,R07676,2002
12220,R09806,2002
12221,R00936,4
12222,R00937,4
12223,R00940,4
12224,R02235,4
12225,R02236,4
12226,R11765,4
12227,R00939,4
12228,R07985,129
12229,R07985,2003
12230,R09544,2003
12231,R09544,236
12232,R10021,2003
12233,R10021,236
12234,R10129,2003
12235,R10114,2002
12236,R02776,2003
12237,R10308,2003
12238,R10308,236
12239,R03155,2002
12240,R10255,3883
12241,R10441,3883
12242,R02886,11
12243,R02886,2002
12244,R08200,2002
12245,R00318,304
12246,R00318,7515
12247,R09668,2011
12248,R06980,7524
12249,R10105,7524
12250,R11001,243
12251,R11001,3978
12252,R11003,3978
12253,R10986,129
12254,R10986,2003
12255,R10985,129
12256,R10985,2003
12257,R06830,129
12258,R05222,7516
12259,R00029,107
12260,R11394,2007
12261,R11394,4002
12262,R11395,3016
12263,R11395,7577
12264,R10466,2006
12265,R10488,286
12266,R10461,2003
12267,R00586,7579
12268,R11220,109
12269,R11216,109
12270,R11218,109
12271,R01246,2003
12272,R01246,3692
12273,R01249,2003
12274,R01249,3692
12275,R02201,2003
12276,R02201,3692
12277,R02203,2003
12278,R02203,3692
12279,R11031,2003
12280,R11031,3692
12281,R11032,2003
12282,R11032,3692
12283,R01342,244
12284,R07166,244
12285,R11018,244
12286,R11016,244
12287,R11017,244
12288,R02144,2003
12289,R11038,3016
12290,R11038,7577
12291,R03870,301
12292,R10777,301
12293,R02139,301
12294,R10778,7552
12295,R07629,7552
12296,R01669,266
12297,R00140,2004
12298,R03361,109
12299,R10938,2002
12300,R10938,218
12301,R10730,129
12302,R10730,2003
12303,R10422,2003
12304,R10423,2003
12305,R10153,2002
12306,R10602,247
12307,R02860,217
12308,R02860,244
12309,R07946,217
12310,R07946,244
12311,R02860,179
12312,R07946,179
12313,R02860,231
12314,R02860,325
12315,R07946,231
12316,R07946,325
12317,R00799,4033
12318,R00799,4052
12319,R00799,633
12320,R10388,4033
12321,R10388,4052
12322,R10388,633
12323,R10389,4033
12324,R10389,4052
12325,R10389,633
12326,R03202,2003
12327,R11048,2003
12328,R11049,2003
12329,R09684,141
12330,R12333,7552
12331,R06424,10
12332,R06423,3016
12333,R06423,7577
12334,R09528,323
12335,R10681,323
12336,R11202,7579
12337,R01889,206
12338,R11229,213
12339,R09560,2003
12340,R09567,2485
12341,R09567,149
12342,R09568,7512
12343,R09569,2003
12344,R07170,217
12345,R11050,217
12346,R11049,217
12347,R00308,6059
12348,R06204,6059
12349,R11425,192
12350,R05283,2003
12351,R05283,236
12352,R10978,231
12353,R10979,231
12354,R10976,231
12355,R06601,2002
12356,R10974,4033
12357,R10974,4052
12358,R10974,633
12359,R08195,1
12360,R08195,2002
12361,R08196,1
12362,R08196,2002
12363,R09962,109
12364,R09962,141
12365,R10937,2007
12366,R10937,4002
12367,R11081,2002
12368,R11185,2484
12369,R10554,2003
12370,R12571,2485
12371,R11077,2002
12372,R11077,218
12373,R11075,2002
12374,R11075,218
12375,R05608,2002
12376,R05608,218
12377,R11080,2003
12378,R11076,2007
12379,R10484,108
12380,R10484,5
12381,R10484,109
12382,R10820,327
12383,R10820,4011
12384,R10820,7584
12385,R11130,4033
12386,R11130,4052
12387,R11130,633
12388,R10936,2486
12389,R10945,2486
12390,R10946,2486
12391,R10947,2486
12392,R06973,2486
12393,R03367,1
12394,R03367,327
12395,R03367,3688
12396,R02952,1
12397,R02952,327
12398,R02952,3688
12399,R11070,1
12400,R11070,327
12401,R11070,3688
12402,R11071,1
12403,R11071,327
12404,R11071,3688
12405,R05757,2003
12406,R11134,244
12407,R11134,71
12408,R11158,244
12409,R11158,71
12410,R06236,325
12411,R04111,325
12412,R11171,311
12413,R11171,2007
12414,R02738,325
12415,R08201,103
12416,R08201,2002
12417,R08201,325
12418,R08201,3794
12419,R08201,2003
12420,R08201,206
12421,R10918,2003
12422,R10919,2003
12423,R10161,4033
12424,R10161,4052
12425,R10161,633
12426,R12517,2003
12427,R12518,2003
12428,R10798,2003
12429,R10799,2003
12430,R10800,2003
12431,R10801,2003
12432,R05705,101
12433,R09798,2002
12434,R07183,10
12435,R09572,10
12436,R09572,6174
12437,R10417,2003
12438,R02877,217
12439,R02877,304
12440,R07347,2003
12441,R07348,2003
12442,R10101,2003
12443,R09559,2007
12444,R10413,10
12445,R10103,2003
12446,R08956,880
12447,R11195,7524
12448,R01294,7524
12449,R11095,2007
12450,R10512,187
12451,R10512,2003
12452,R10720,146
12453,R08762,146
12454,R08763,146
12455,R00074,146
12456,R00011,136
12457,R09505,180
12458,R04915,7579
12459,R05719,7579
12460,R10306,1137
12461,R10306,7550
12462,R04481,1137
12463,R04481,7550
12464,R08468,1137
12465,R08468,7550
12466,R08469,1137
12467,R08469,7550
12468,R08762,3156
12469,R08763,3156
12470,R00074,3156
12471,R11193,2003
12472,R11199,323
12473,R11200,323
12474,R11014,2003
12475,R11014,209
12476,R01169,209
12477,R10523,209
12478,R10524,209
12479,R04436,209
12480,R11542,247
12481,R11463,7561
12482,R11492,1
12483,R11489,1
12484,R11490,1
12485,R11491,1
12486,R09827,2007
12487,R09827,304
12488,R09827,3257
12489,R04404,2007
12490,R04404,304
12491,R04404,3257
12492,R12157,2003
12493,R12158,2003
12494,R10723,10
12495,R10772,321
12496,R10796,149
12497,R10963,101
12498,R10963,2003
12499,R11125,2003
12500,R11125,222
12501,R11125,304
12502,R11125,6094
12503,R11125,7581
12504,R10771,327
12505,R10771,4011
12506,R10771,7584
12507,R11237,7516
12508,R11246,7516
12509,R11402,7516
12510,R11079,211
12511,R11234,2484
12512,R11406,2484
12513,R11250,7512
12514,R11239,7512
12515,R11497,7512
12516,R11240,2006
12517,R11241,7516
12518,R01720,217
12519,R01720,244
12520,R01720,179
12521,R01720,231
12522,R01720,325
12523,R03908,2007
12524,R03070,286
12525,R03069,7542
12526,R03069,2487
12527,R01355,2002
12528,R11263,2487
12529,R11263,7542
12530,R09589,327
12531,R09589,4011
12532,R09589,7584
12533,R11054,149
12534,R10538,4126
12535,R10534,4126
12536,R10535,4126
12537,R10277,2003
12538,R10277,3692
12539,R12101,217
12540,R12101,304
12541,R10160,217
12542,R10160,304
12543,R10171,7581
12544,R10896,141
12545,R10897,141
12546,R10898,141
12547,R10899,141
12548,R10494,7579
12549,R11215,7579
12550,R10278,304
12551,R09509,325
12552,R08936,2486
12553,R09867,149
12554,R12652,149
12555,R09686,109
12556,R06299,109
12557,R06299,141
12558,R09967,109
12559,R10276,109
12560,R10276,141
12561,R09967,141
12562,R10241,109
12563,R10241,141
12564,R10999,149
12565,R11000,149
12566,R10540,149
12567,R10591,149
12568,R01206,235
12569,R01206,387
12570,R02334,235
12571,R02334,387
12572,R06081,235
12573,R06081,387
12574,R06082,235
12575,R06082,387
12576,R10861,7524
12577,R10862,7524
12578,R10900,2002
12579,R10900,218
12580,R09807,217
12581,R09918,217
12582,R11813,149
12583,R11814,149
12584,R11815,149
12585,R09575,149
12586,R12131,149
12587,R12132,149
12588,R08896,2003
12589,R08902,2003
12590,R08903,7577
12591,R11269,7577
12592,R11270,7577
12593,R10094,7577
12594,R11271,7512
12595,R11272,7512
12596,R10424,7512
12597,R10425,7512
12598,R10426,7512
12599,R10427,7512
12600,R10312,10
12601,R11279,2484
12602,R11279,297
12603,R10767,2484
12604,R10767,297
12605,R10541,2484
12606,R10541,297
12607,R10543,2484
12608,R10543,297
12609,R10768,2484
12610,R10768,297
12611,R10544,2484
12612,R10544,297
12613,R09363,10
12614,R03622,4252
12615,R09702,109
12616,R09708,109
12617,R09364,3016
12618,R09364,7577
12619,R12285,141
12620,R12286,141
12621,R12181,149
12622,R12230,149
12623,R12231,149
12624,R12253,149
12625,R12182,149
12626,R11687,149
12627,R12367,149
12628,R11807,149
12629,R11808,149
12630,R11809,149
12631,R05380,1
12632,R05380,2003
12633,R02963,2007
12634,R04571,216
12635,R11806,149
12636,R10924,149
12637,R10921,149
12638,R10922,149
12639,R10923,149
12640,R10536,244
12641,R09904,10
12642,R09824,3016
12643,R09824,7577
12644,R09821,2003
12645,R06502,2003
12646,R00460,1
12647,R00460,2002
12648,R11078,3016
12649,R11078,7577
12650,R10286,4952
12651,R10286,4953
12652,R10286,602
12653,R09284,239
12654,R09284,321
12655,R06988,239
12656,R06988,321
12657,R11190,219
12658,R11190,4
12659,R09683,1
12660,R09683,2002
12661,R11257,11
12662,R10135,7579
12663,R05780,3686
12664,R05780,4
12665,R05780,830
12666,R10051,2486
12667,R04140,246
12668,R12266,149
12669,R04866,386
12670,R04867,386
12671,R01767,7579
12672,R04349,246
12673,R02828,3686
12674,R02828,4
12675,R05596,3686
12676,R05596,4
12677,R07780,3686
12678,R07780,4
12679,R02826,3686
12680,R02826,4
12681,R04020,3686
12682,R04020,4
12683,R05379,3686
12684,R05379,4
12685,R07854,3686
12686,R07854,4
12687,R01033,243
12688,R06059,5
12689,R04194,5
12690,R11208,321
12691,R11208,3439
12692,R11209,321
12693,R11209,3439
12694,R09657,7561
12695,R02182,2002
12696,R02182,65
12697,R00164,3371
12698,R09831,109
12699,R09533,2002
12700,R10530,2002
12701,R10580,2002
12702,R04950,213
12703,R01762,6
12704,R10972,2002
12705,R10973,2002
12706,R07280,2006
12707,R00548,208
12708,R07280,208
12709,R00304,2006
12710,R00947,2006
12711,R11462,7527
12712,R00549,2006
12713,R00548,1
12714,R11398,5
12715,R11397,5
12716,R11342,2003
12717,R11460,2010
12718,R11460,301
12719,R11460,590
12720,R11461,2010
12721,R11461,301
12722,R11461,590
12723,R11334,2002
12724,R11334,2007
12725,R11338,2003
12726,R11350,7524
12727,R11351,5
12728,R11352,5
12729,R11408,2487
12730,R11408,7542
12731,R09799,5
12732,R09799,107
12733,R09799,11
12734,R07174,139
12735,R11343,107
12736,R11578,2003
12737,R11578,244
12738,R11346,2003
12739,R11346,244
12740,R11353,2002
12741,R11348,4052
12742,R11348,633
12743,R08057,3488
12744,R08057,7523
12745,R09394,304
12746,R11372,2002
12747,R08396,109
12748,R08396,141
12749,R10793,149
12750,R10791,149
12751,R10792,149
12752,R10794,149
12753,R07251,2003
12754,R07251,222
12755,R07251,304
12756,R07251,323
12757,R07251,6094
12758,R07251,7581
12759,R07251,236
12760,R11126,223
12761,R11126,4019
12762,R11445,2003
12763,R11445,222
12764,R11445,236
12765,R11445,304
12766,R11445,7581
12767,R11551,221
12768,R05420,2002
12769,R09826,5
12770,R09724,7579
12771,R10971,2004
12772,R10655,2004
12773,R06728,10
12774,R09674,7579
12775,R08057,73
12776,R08057,2002
12777,R07513,2007
12778,R05880,2007
12779,R02921,7516
12780,R02921,2003
12781,R11340,10
12782,R11341,244
12783,R11341,6058
12784,R11440,2006
12785,R11922,327
12786,R11922,4011
12787,R11922,7584
12788,R11537,327
12789,R11537,4011
12790,R11537,7584
12791,R11923,327
12792,R11923,4011
12793,R11923,7584
12794,R11924,327
12795,R11924,4011
12796,R11924,7584
12797,R11538,327
12798,R11538,4011
12799,R11538,7584
12800,R11925,327
12801,R11925,4011
12802,R11925,7584
12803,R02280,2002
12804,R11544,5
12805,R11055,149
12806,R03834,149
12807,R08057,131
12808,R11426,2003
12809,R11427,2003
12810,R11533,101
12811,R11533,2003
12812,R11540,7579
12813,R11541,7579
12814,R12148,327
12815,R12148,4011
12816,R12148,7584
12817,R09587,149
12818,R08784,149
12819,R02418,3656
12820,R10420,2003
12821,R10421,2003
12822,R11409,3016
12823,R11523,2492
12824,R11524,2492
12825,R09395,221
12826,R11458,149
12827,R11459,149
12828,R10610,2003
12829,R10610,2007
12830,R10194,141
12831,R10456,4194
12832,R09639,1
12833,R09639,7540
12834,R00739,4952
12835,R00739,602
12836,R11366,4952
12837,R11366,602
12838,R10731,4033
12839,R10731,4052
12840,R10731,633
12841,R10724,10
12842,R10722,10
12843,R12073,149
12844,R02596,149
12845,R03919,149
12846,R04007,149
12847,R07443,149
12848,R00602,149
12849,R03532,149
12850,R11210,10
12851,R11230,101
12852,R11230,2003
12853,R11545,101
12854,R11211,149
12855,R11212,149
12856,R11222,149
12857,R11483,149
12858,R11482,149
12859,R11312,281
12860,R10712,281
12861,R03223,281
12862,R03471,281
12863,R04509,281
12864,R11519,3740
12865,R11029,4968
12866,R00375,4968
12867,R00376,4968
12868,R00377,4968
12869,R00378,4968
12870,R00379,4968
12871,R10813,4970
12872,R00435,4970
12873,R00441,4970
12874,R00442,4970
12875,R00443,4970
12876,R00444,4970
12877,R07002,211
12878,R07003,211
12879,R07004,211
12880,R07023,211
12881,R07024,211
12882,R07025,211
12883,R07026,211
12884,R07069,211
12885,R07070,211
12886,R07083,211
12887,R07084,211
12888,R07091,211
12889,R07092,211
12890,R08280,211
12891,R09409,211
12892,R11905,211
12893,R03522,211
12894,R07093,211
12895,R07094,211
12896,R07100,211
12897,R07113,211
12898,R07116,211
12899,R08511,211
12900,R08512,211
12901,R11151,2485
12902,R11152,2485
12903,R11380,2003
12904,R11149,2003
12905,R11147,2003
12906,R11148,2003
12907,R09731,7534
12908,R09245,601
12909,R11403,4052
12910,R11404,4052
12911,R11534,2003
12912,R11554,327
12913,R11554,7584
12914,R11560,219
12915,R11561,2007
12916,R11981,149
12917,R11982,149
12918,R11983,149
12919,R11985,149
12920,R11984,149
12921,R11986,149
12922,R11128,109
12923,R11128,12
12924,R10608,7553
12925,R09192,1
12926,R05459,1
12927,R03330,11
12928,R06875,11
12929,R01008,7516
12930,R11224,7516
12931,R11487,1
12932,R11487,1001
12933,R11487,2003
12934,R11546,3447
12935,R00435,4339
12936,R00435,4945
12937,R00435,2003
12938,R00435,3995
12939,R00435,3996
12940,R00435,4962
12941,R00435,4963
12942,R00441,2003
12943,R00441,3995
12944,R00441,3996
12945,R00441,4962
12946,R00441,4963
12947,R00442,2003
12948,R00442,3995
12949,R00442,3996
12950,R00442,4962
12951,R00442,4963
12952,R00443,2003
12953,R00443,3995
12954,R00443,3996
12955,R00443,4962
12956,R00443,4963
12957,R00444,2003
12958,R00444,3995
12959,R00444,3996
12960,R00444,4962
12961,R00444,4963
12962,R11203,2003
12963,R11203,304
12964,R11203,3995
12965,R11203,3996
12966,R11203,4962
12967,R11203,4963
12968,R11203,4967
12969,R11448,150
12970,R11448,640
12971,R10966,4194
12972,R10968,4194
12973,R10969,4194
12974,R11086,4194
12975,R11087,4194
12976,R11326,2007
12977,R11326,4002
12978,R08618,4020
12979,R08618,4045
12980,R09665,7516
12981,R10987,2002
12982,R06135,10
12983,R00015,10
12984,R10988,7512
12985,R10989,7512
12986,R10990,7512
12987,R11127,12
12988,R08620,2487
12989,R08624,2487
12990,R08628,2487
12991,R08634,2487
12992,R08641,2487
12993,R08645,2487
12994,R04472,2002
12995,R10434,7516
12996,R10435,7512
12997,R10440,7516
12998,R09529,7512
12999,R09757,7512
13000,R09758,7512
13001,R09759,7512
13002,R08006,7512
13003,R08007,7512
13004,R10834,7512
13005,R10835,7512
13006,R10329,304
13007,R10327,304
13008,R10328,304
13009,R10725,149
13010,R10962,101
13011,R10962,2003
13012,R09527,7581
13013,R10174,208
13014,R10473,323
13015,R10474,323
13016,R11124,2003
13017,R11124,222
13018,R11124,304
13019,R11124,6094
13020,R11124,7581
13021,R10334,2005
13022,R06545,323
13023,R07873,323
13024,R07876,323
13025,R07926,323
13026,R07928,323
13027,R06544,323
13028,R07927,323
13029,R07929,323
13030,R10237,323
13031,R09621,7581
13032,R10173,7581
13033,R10238,7581
13034,R02447,7581
13035,R00399,2003
13036,R11654,141
13037,R03862,213
13038,R11547,237
13039,R11548,237
13040,R03374,323
13041,R11191,101
13042,R11191,2003
13043,R11192,101
13044,R11192,2003
13045,R10431,2003
13046,R10680,2003
13047,R10964,2003
13048,R11580,296
13049,R11579,150
13050,R11741,304
13051,R11742,304
13052,R10447,2003
13053,R10448,2003
13054,R10451,2003
13055,R04267,2500
13056,R07750,101
13057,R09823,2003
13058,R09822,2003
13059,R09822,268
13060,R10169,2003
13061,R10167,2003
13062,R10168,2003
13063,R10199,2003
13064,R10195,2003
13065,R10196,2003
13066,R10197,2003
13067,R10198,2003
13068,R01190,101
13069,R08538,101
13070,R02882,101
13071,R08547,2002
13072,R09523,2003
13073,R07242,101
13074,R07242,2003
13075,R10225,2003
13076,R10226,2003
13077,R10227,2003
13078,R10228,2003
13079,R03818,149
13080,R10048,2003
13081,R10048,244
13082,R11595,2003
13083,R08791,2003
13084,R08004,101
13085,R08004,2003
13086,R12264,101
13087,R11607,7577
13088,R11602,141
13089,R11603,141
13090,R08996,141
13091,R09000,141
13092,R11619,2002
13093,R11609,141
13094,R06969,2002
13095,R06969,65
13096,R11622,2011
13097,R11610,141
13098,R11611,141
13099,R11585,1
13100,R11585,221
13101,R11585,7514
13102,R11628,2004
13103,R11628,2007
13104,R11629,2004
13105,R11594,10
13106,R11594,6174
13107,R11638,2003
13108,R11638,236
13109,R11630,2002
13110,R11630,218
13111,R11631,2002
13112,R11631,218
13113,R11593,217
13114,R11593,304
13115,R02928,2003
13116,R11623,2002
13117,R11625,2002
13118,R11625,218
13119,R11592,103
13120,R11592,2500
13121,R11633,103
13122,R11633,2500
13123,R11634,103
13124,R11634,2500
13125,R11635,103
13126,R11635,2500
13127,R11636,103
13128,R11636,2500
13129,R11604,2003
13130,R05499,205
13131,R05499,304
13132,R05500,205
13133,R05500,304
13134,R05501,205
13135,R05501,304
13136,R05753,205
13137,R05753,304
13138,R02825,2003
13139,R04687,2003
13140,R04688,2003
13141,R04200,2003
13142,R04201,2003
13143,R07980,231
13144,R07980,325
13145,R07980,217
13146,R07980,244
13147,R07980,179
13148,R11401,2003
13149,R11410,141
13150,R01524,236
13151,R01525,7516
13152,R00210,2004
13153,R00210,3687
13154,R00210,7514
13155,R00210,7574
13156,R09234,2485
13157,R11150,2485
13158,R11056,244
13159,R04700,149
13160,R03842,149
13161,R04699,149
13162,R11637,2003
13163,R10926,3978
13164,R11004,3978
13165,R11660,11
13166,R08207,149
13167,R09002,149
13168,R10026,149
13169,R10023,149
13170,R10024,149
13171,R10025,149
13172,R09934,149
13173,R11657,149
13174,R11980,149
13175,R11656,149
13176,R09868,149
13177,R13018,149
13178,R11655,2003
13179,R11655,3692
13180,R03023,4033
13181,R03023,4052
13182,R03023,633
13183,R10527,10
13184,R10487,10
13185,R10539,10
13186,R10542,10
13187,R10044,2003
13188,R04102,2002
13189,R11009,243
13190,R11010,243
13191,R11441,7516
13192,R05718,158
13193,R00690,2003
13194,R00690,244
13195,R00690,812
13196,R09491,867
13197,R05699,7524
